QDM Concept	C/A	QDM Attribute	QI Core Profile	QI Core Profile.field	QI Core field	QICore-card	QICore-MS	USCore Profile	USCore-card	USCore-MS	Resource	Comments
"Laboratory Test, Performed "	A	component.referenceRangeLow 	QICoreLaboratoryResultObservation	QICoreLaboratoryResultObservation.component.referenceRange 	component 			USCore Laboratory Result Observation			Observation	 
"Laboratory Test, Performed "	A	performer 	QICoreLaboratoryResultObservation	QICoreLaboratoryResultObservation.performer 	performer 			USCore Laboratory Result Observation			Observation	 
"Laboratory Test, Recommended "	C	 	QICoreServiceRequest	ServiceRequest.status 	status 			USCore ServiceRequest			ServiceRequest	"Constrain to active, completed "
"Laboratory Test, Recommended "	C	 	QICoreServiceRequest	ServiceRequest.intent 	intent 			USCore ServiceRequest			ServiceRequest	"Constrain only to ""plan"" "
"Laboratory Test, Recommended "	A	code 	QICoreServiceRequest	ServiceRequest.code 	code 			USCore ServiceRequest			ServiceRequest	 
"Laboratory Test, Recommended "	A	id 	QICoreServiceRequest	ServiceRequest.id 	id 			USCore ServiceRequest			ServiceRequest	 
"Laboratory Test, Recommended "	A	reason 	QICoreServiceRequest	ServiceRequest.reasonCode 	reasonCode 			USCore ServiceRequest			ServiceRequest	 
"Laboratory Test, Recommended "	A	authorDatetime 	QICoreServiceRequest	ServiceRequest.authoredOn 	authoredOn 			USCore ServiceRequest			ServiceRequest	When the request transitioned to being actionable. 
"Laboratory Test, Recommended "	A	negationRationale 	QICoreServiceNotRequested	QICoreServiceNotRequested.extension:reasonRefused	.extension:reasonRefused			USCore ServiceRequest			ServiceRequest	 
"Laboratory Test, Recommended "	A	requester 	QICoreServiceRequest	ServiceRequest.requester 	requester 			USCore ServiceRequest			ServiceRequest	 
"Medication, Active "	C	 	QICoreMedicationRequest	QICoreMedicationRequest.status 	status 			USCoreMedicationRequest			MedicationRequest	"Constrain to ""active"" "
"Medication, Active "	C	 	QICoreMedicationRequest	QICoreMedicationRequest.intent 	intent 			USCoreMedicationRequest			MedicationRequest	"When recording “self-prescribed” medications SHALL use intent = “plan” for prescribed use intent = ""order"" "
"Medication, Active "	C	 	QICoreMedicationRequest	QICoreMedicationRequest.reported 	reported 			USCoreMedicationRequest			MedicationRequest	When recording “self-prescribed” medications SHALL use reported[x] to indicate the MedicationRequest record was captured as a secondary “reported” record rather than an original primary source-of-truth record 
"Medication, Active "	C	 	QICoreMedicationRequest	QICoreMedicationRequest.category 	category 			USCoreMedicationRequest			MedicationRequest	"inpatient, outpatient, community, patient-specified "
"Medication, Active "	A	code 	QICoreMedicationRequest	QICoreMedicationRequest.medication[x] 	medication[x] 			USCoreMedicationRequest			MedicationRequest	 
"Medication, Active "	A	id 	QICoreMedicationRequest	QICoreMedicationRequest.id 	id 			USCoreMedicationRequest			MedicationRequest	 
"Medication, Active "	A	dosage 	QICoreMedicationRequest	QICoreMedicationRequest.dosageInstruction.doseAndRate.dose 	dosageInstruction 			USCoreMedicationRequest			MedicationRequest	Amount of medication per dose 
"Medication, Active "	A	frequency 	QICoreMedicationRequest	QICoreMedicationRequest.dosageInstruction.timing 	dosageInstruction 			USCoreMedicationRequest			MedicationRequest	 
"Medication, Active "	A	route 	QICoreMedicationRequest	QICoreMedicationRequest.dosageInstruction.route 	dosageInstruction 			USCoreMedicationRequest			MedicationRequest	 
"Medication, Active "	A	 	QICoreMedicationRequest	QICoreMedicationRequest.reasonCode 	reasonCode 			USCoreMedicationRequest			MedicationRequest	 
"Medication, Active "	A	relevantDatetime 	QICoreMedicationRequest	QICoreMedicationRequest.dosageInstruction.timing 	dosageInstruction 			USCoreMedicationRequest			MedicationRequest	 
"Medication, Active "	A	relevantPeriod 	QICoreMedicationRequest	QICoreMedicationRequest.dosageInstruction.timing 	dosageInstruction 			USCoreMedicationRequest			MedicationRequest	 
"Medication, Active "	A	 	QICoreMedicationRequest	QICoreMedicationRequest.authoredOn 	authoredOn 			USCoreMedicationRequest			MedicationRequest	Author dateTime not referenced in QDM 
"Medication, Active "	A	recorder 	QICoreMedicationRequest	QICoreMedicationRequest.requester 	requester 			USCoreMedicationRequest			MedicationRequest	"To address all medications on a medication list, use MedicationRequest with status = active; intent = order; and requester = organization (for prescribed medications for which an order exists), requester = practitioner (for medications entered by clinicians but not ordered), and intent = plan and requester = patient or RelatedPerson (for patient/related person reported) "
"Medication, Administered "	C	 	QICoreMedicationAdministration	QICoreMedicationAdministration.status 	status 			0			MedicationAdministration	"Constrain status to ""In-progress"" or ""completed"" Note: Measures that look for evidence of potential adverse events might use QICoreMedicationAdministration.status = on-hold, or stopped as possible indicators of such events. "
"Medication, Administered "	C	 	QICoreMedicationAdministration	QICoreMedicationAdministration.category 	category 			0			MedicationAdministration	"Allows specification of Inpatient, Outpatient, Community "
"Medication, Administered "	A	code 	QICoreMedicationAdministration	QICoreMedicationAdministration.medication[x] 	medication[x] 			0			MedicationAdministration	ֵ Example uses SNOMED substance codes 
"Medication, Administered "	A	id 	QICoreMedicationAdministration	QICoreMedicationAdministration.id 	id 			0			MedicationAdministration	 
"Medication, Administered "	A	dosage 	QICoreMedicationAdministration	QICoreMedicationAdministration.dosage.dose 	dosage 			0			MedicationAdministration	Simple Quantity - Amount of medication for one administration 
"Medication, Administered "	A	route 	QICoreMedicationAdministration	QICoreMedicationAdministration.dosage.route 	dosage 			0			MedicationAdministration	 
"Medication, Administered "	A	frequency 	QICoreMedicationAdministration	QICoreMedicationAdministration.request 	request 			0			MedicationAdministration	Reference to original MedicationRequest with content about prescription 
"Medication, Administered "	A	 	QICoreMedicationAdministration	QICoreMedicationAdministration.dosage.rate[x] 	dosage 			0			MedicationAdministration	"Identifies the speed with which the medication was or will be introduced into the patient (e.g., infusion rate). "
"Medication, Administered "	A	 	QICoreMedicationRequest	QICoreMedicationRequest.dosageInstruction.timing 	dosageInstruction 			USCoreMedicationRequest			MedicationRequest	"Timing schedule (e.g., every 8 hours). [QICoreMedicationAdministration.request](StructureDefinition-qicore-medicationadministration-definitions.html#QICoreMedicationAdministration.request) provides reference to the applicable [MedicationRequest ](StructureDefinition-qicore-medicationrequest.html)for this information. "
"Medication, Administered "	A	reason 	QICoreMedicationAdministration	QICoreMedicationAdministration.reasonCode 	reasonCode 			0			MedicationAdministration	"None, given as ordered, emergency "
"Medication, Administered "	A	relevant dateTime 	QICoreMedicationAdministration	QICoreMedicationAdministration.effective[x] 	effective[x] 			0			MedicationAdministration	 
"Medication, Administered "	A	relevant Period 	QICoreMedicationAdministration	QICoreMedicationAdministration.effective[x] 	effective[x] 			0			MedicationAdministration	 
"Medication, Administered "	A	author dateTime 	QICoreMedicationAdministration	QICoreMedicationAdministration.extension:recorded 	extension:recorded 			0			MedicationAdministration	 
"Medication, Administered "	A	negation Rationale 	QICoreMedicationAdministrationNotDone	QICoreMedicationAdministrationNotDone.statusReason	statusReason 			0			MedicationAdministration	 
"Medication, Administered "	A	Performer 	QICoreMedicationAdministration	QICoreMedicationAdministration.performer.actor 	performer 			0			MedicationAdministration	 
"Medication, Discharge "	C	"Medication, Discharge active "	QICoreMedicationRequest	QICoreMedicationRequest.status 	status 			USCoreMedicationRequest			MedicationRequest	"Constrain to ""active"" "
"Medication, Discharge "	C	 	QICoreMedicationRequest	QICoreMedicationRequest.statusReason 	statusReason 			USCoreMedicationRequest			MedicationRequest	 
"Medication, Discharge "	A	code 	QICoreMedicationRequest	QICoreMedicationRequest.medication[x] 	medication[x] 			USCoreMedicationRequest			MedicationRequest	RxNorm 
"Medication, Discharge "	A	id 	QICoreMedicationRequest	QICoreMedicationRequest.id 	id 			USCoreMedicationRequest			MedicationRequest	 
"Medication, Discharge "	A	dosage 	QICoreMedicationRequest	QICoreMedicationRequest.dosageInstruction.doseAndRate.dose 	dosageInstruction 			USCoreMedicationRequest			MedicationRequest	"Range, quantity "
"Medication, Discharge "	A	supply 	QICoreMedicationRequest	QICoreMedicationRequest.dispenseRequest.quantity 	dispenseRequest 			USCoreMedicationRequest			MedicationRequest	Amount to be dispensed in one fill 
"Medication, Discharge "	A	daysSupplied 	QICoreMedicationRequest	QICoreMedicationRequest.dispenseRequest.expectedSupplyDuration 	dispenseRequest 			USCoreMedicationRequest			MedicationRequest	Duration 
"Medication, Discharge "	A	frequency 	QICoreMedicationRequest	QICoreMedicationRequest.dosageInstruction.timing 	dosageInstruction 			USCoreMedicationRequest			MedicationRequest	"Timing schedule (e.g., every 8 hours) "
"Medication, Discharge "	A	refills 	QICoreMedicationRequest	QICoreMedicationRequest.dispenseRequest.numberOfRepeatsAllowed 	dispenseRequest 			USCoreMedicationRequest			MedicationRequest	Integer 
"Medication, Discharge "	A	route 	QICoreMedicationRequest	QICoreMedicationRequest.dosageInstruction.route 	dosageInstruction 			USCoreMedicationRequest			MedicationRequest	 
"Medication, Discharge "	A	setting 	QICoreMedicationRequest	QICoreMedicationRequest.category 	category 			USCoreMedicationRequest			MedicationRequest	"Constrain category to ""Community"" "
"Medication, Discharge "	A	reason 	QICoreMedicationRequest	QICoreMedicationRequest.reasonCode 	reasonCode 			USCoreMedicationRequest			MedicationRequest	The reason for ordering or not ordering the medication 
"Medication, Discharge "	A	relevantDatetime 	QICoreMedicationRequest	QICoreMedicationRequest.dosageInstruction.timing 	dosageInstruction 			USCoreMedicationRequest			MedicationRequest	 
"Medication, Discharge "	A	relevantPeriod 	QICoreMedicationRequest	QICoreMedicationRequest.dosageInstruction.timing 	dosageInstruction 			USCoreMedicationRequest			MedicationRequest	 
"Medication, Discharge "	A	authorDatetime 	QICoreMedicationRequest	QICoreMedicationRequest.authoredOn 	authoredOn 			USCoreMedicationRequest			MedicationRequest	 
"Medication, Discharge "	A	negationRationale 	QICoreMedicationNotRequested	QICoreMedicationNotRequested.statusReason	statusReason			USCoreMedicationRequest			MedicationRequest	 
"Medication, Discharge "	A	prescriber 	QICoreMedicationRequest	QICoreMedicationRequest.requester 	requester 			USCoreMedicationRequest			MedicationRequest	Note - QICoreMedicationRequest.performer indicates the performer expected to administer the medication 
"Medication, Dispensed "	C	 	QICoreMedicationDispense	QICoreMedicationDispense.status 	status 			0			MedicationDispense	Constrain QICoreMedicationDispense.status to completed 
"Medication, Dispensed "	A	code 	QICoreMedicationDispense	QICoreMedicationDispense.medication[x] 	medication[x] 			0			MedicationDispense	 
"Medication, Dispensed "	A	id 	QICoreMedicationDispense	QICoreMedicationDispense.id 	id 			0			MedicationDispense	 
"Medication, Dispensed "	A	dosage 	QICoreMedicationDispense	QICoreMedicationDispense.dosageInstruction 	dosageInstruction 			0			MedicationDispense	"ordered, calculated "
"Medication, Dispensed "	A	supply 	QICoreMedicationDispense	QICoreMedicationDispense.quantity 	quantity 			0			MedicationDispense	 
"Medication, Dispensed "	A	daysSupplied 	QICoreMedicationDispense	QICoreMedicationDispense.daysSupply 	daysSupply 			0			MedicationDispense	 
"Medication, Dispensed "	A	frequency 	QICoreMedicationDispense	QICoreMedicationDispense.dosageInstruction.timing 	dosageInstruction 			0			MedicationDispense	See dosageInstruction 
"Medication, Dispensed "	A	refills 	QICoreMedicationDispense	QICoreMedicationDispense.authorizingPrescription 	authorizingPrescription 			0			MedicationDispense	Reference authorizing prescription ([MedicationRequest](StructureDefinition-qicore-medicationrequest.html)) which contains Medication.Request.dispsenseRequest.numberOfRepeatsAllowed 
"Medication, Dispensed "	A	 	QICoreMedicationRequest	QICoreMedicationRequest.dispenseRequest.numberOfRepeatsAllowed 	dispenseRequest 			USCoreMedicationRequest			MedicationRequest	"Timing schedule (e.g., every 8 hours). [QICoreMedicationDispense.authorizingPrescription](StructureDefinition-qicore-medicationdispense-definitions.html#QICoreMedicationDispense.authorizingPrescription) provides reference to the applicable [MedicationRequest](StructureDefinition-qicore-medicationrequest.html) for this information. "
"Medication, Dispensed "	A	route 	QICoreMedicationDispense	QICoreMedicationDispense.dosageInstruction.route 	dosageInstruction 			0			MedicationDispense	See dosageInstruction 
"Medication, Dispensed "	A	setting 	QICoreMedicationDispense	QICoreMedicationDispense.category 	category 			0			MedicationDispense	"Inpatient, Outpatient, Community, Discharge "
"Medication, Dispensed "	A	reason 	QICoreMedicationDispense	QICoreMedicationDispense.statusReason 	statusReason 			0			MedicationDispense	The reason for ordering or not ordering the medication 
"Medication, Dispensed "	A	relatedTo 	QICoreMedicationDispense	QICoreMedicationDispense.authorizingPrescription 	authorizingPrescription 			0			MedicationDispense	New in QDM 5.6 
"Medication, Dispensed "	A	relevant dateTime 	QICoreMedicationDispense	QICoreMedicationDispense.whenHandedOver 	whenHandedOver 			0			MedicationDispense	"When provided to patient or representative. Recommendations from pharmacy experts suggest that all medication dispensing events include a time for QICoreMedicationDispense.whenPrepared (i.e., when the dispensed product was packaged and reviewed. The time the medication was handed over to the patient or representative may not be populated. Note that medications not picked up are restocked such that a QICoreMedicationDispense.status = completed will assure the patient or representative received the medication even if whenHandedOver is not available. Therefore, measure developers should consider including the time whenPrepared if whenHandedOver is null and status = completed. "
"Medication, Dispensed "	A	relevant Period 	QICoreMedicationRequest	QICoreMedicationRequest.dosageInstruction.timing 	dosageInstruction 			USCoreMedicationRequest			MedicationRequest	The anticipated time from starting to stopping an ordered or dispensed medication can also be computed in an expression and derived from the duration attribute 
"Medication, Dispensed "	A	author dateTime 	QICoreMedicationDispense	QICoreMedicationDispense.extension:recorded 	extension:recorded 			0			MedicationDispense	 
"Medication, Dispensed "	A	Negation Rationale 	QICoreMedicationDispenseNotDone	QICoreMedicationDispenseNotDone.statusReason	statusReason 			0			MedicationDispense	 
"Medication, Dispensed "	A	Prescriber 	QICoreMedicationDispense	QICoreMedicationDispense.authorizingPrescription 	authorizingPrescription 			0			MedicationDispense	Reference authorizing prescription (MedicationRequest) which contains Medication.Request.requester 
"Medication, Dispensed "	A	 	QICoreMedicationRequest	QICoreMedicationRequest.requester 	requester 			USCoreMedicationRequest			MedicationRequest	 
"Medication, Dispensed "	A	dispenser 	QICoreMedicationDispense	QICoreMedicationDispense.performer.actor 	performer 			0			MedicationDispense	 
"Medication, Order "	C	"Medication, Order active "	QICoreMedicationRequest	QICoreMedicationRequest.status 	status 			USCoreMedicationRequest			MedicationRequest	"Constrain to active, completed "
"Medication, Order "	C	 	QICoreMedicationRequest	QICoreMedicationRequest.statusReason 	statusReason 			USCoreMedicationRequest			MedicationRequest	 
"Medication, Order "	C	 	QICoreMedicationRequest	QICoreMedicationRequest.intent 	intent 			USCoreMedicationRequest			MedicationRequest	"When recording “self-prescribed” medications SHALL use intent = “plan” for prescribed use intent = ""order"" "
"Medication, Order "	A	 	QICoreMedicationRequest	QICoreMedicationRequest.reported 	reported 			USCoreMedicationRequest			MedicationRequest	When recording “self-prescribed” medications SHALL use reported[x] to indicate the MedicationRequest record was captured as a secondary “reported” record rather than an original primary source-of-truth record 
"Medication, Order "	A	code 	QICoreMedicationRequest	QICoreMedicationRequest.medication[x] 	medication[x] 			USCoreMedicationRequest			MedicationRequest	RxNorm 
"Medication, Order "	A	id 	QICoreMedicationRequest	QICoreMedicationRequest.id 	id 			USCoreMedicationRequest			MedicationRequest	 
"Medication, Order "	A	dosage 	QICoreMedicationRequest	QICoreMedicationRequest.dosageInstruction.doseAndRate.dose 	dosageInstruction 			USCoreMedicationRequest			MedicationRequest	"Range, quantity "
"Medication, Order "	A	supply 	QICoreMedicationRequest	QICoreMedicationRequest.dispenseRequest.quantity 	dispenseRequest 			USCoreMedicationRequest			MedicationRequest	Amount to be dispensed in one fill 
"Medication, Order "	A	daysSupplied 	QICoreMedicationRequest	QICoreMedicationRequest.dispenseRequest.expectedSupplyDuration 	dispenseRequest 			USCoreMedicationRequest			MedicationRequest	Duration 
"Medication, Order "	A	frequency 	QICoreMedicationRequest	QICoreMedicationRequest.dosageInstruction.timing 	dosageInstruction 			USCoreMedicationRequest			MedicationRequest	"Timing schedule (e.g., every 8 hours) "
"Medication, Order "	A	refills 	QICoreMedicationRequest	QICoreMedicationRequest.dispenseRequest.numberOfRepeatsAllowed 	dispenseRequest 			USCoreMedicationRequest			MedicationRequest	Integer 
"Medication, Order "	A	route 	QICoreMedicationRequest	QICoreMedicationRequest.dosageInstruction.route 	dosageInstruction 			USCoreMedicationRequest			MedicationRequest	 
"Medication, Order "	A	setting 	QICoreMedicationRequest	QICoreMedicationRequest.category 	category 			USCoreMedicationRequest			MedicationRequest	"Constrain category to: Inpatient, Outpatient, Community "
"Medication, Order "	A	reason 	QICoreMedicationRequest	QICoreMedicationRequest.reasonCode 	reasonCode 			USCoreMedicationRequest			MedicationRequest	The reason for ordering or not ordering the medication 
"Medication, Order "	A	relatedTo 	QICoreMedicationRequest	QICoreMedicationRequest.basedOn 	basedOn 			USCoreMedicationRequest			MedicationRequest	New in QDM 5.6 
"Medication, Order "	A	relevantDatetime 	QICoreMedicationRequest	QICoreMedicationRequest.dosageInstruction.timing 	dosageInstruction 			USCoreMedicationRequest			MedicationRequest	 
"Medication, Order "	A	relevantPeriod 	QICoreMedicationRequest	QICoreMedicationRequest.dosageInstruction.timing 	dosageInstruction 			USCoreMedicationRequest			MedicationRequest	The anticipated time from starting to stopping an ordered or dispensed medication can also be computed in an expression and derived from the duration attribute 
"Medication, Order "	A	authorDatetime 	QICoreMedicationRequest	QICoreMedicationRequest.authoredOn 	authoredOn 			USCoreMedicationRequest			MedicationRequest	 
"Medication, Order "	A	negationRationale 	QICoreMedicationNotRequested	QICoreMedicationNotRequested.statusReason	statusReason			USCoreMedicationRequest			MedicationRequest	 
"Medication, Order "	A	prescriber 	QICoreMedicationRequest	QICoreMedicationRequest.requester 	requester 			USCoreMedicationRequest			MedicationRequest	Note – The prescriber is the QICoreMedicationRequest.requester and not the QICoreMedicationRequest.performer which indicates the performer expected to administer the medication 
Participation 	C	 	QICoreCoverage	QICoreCoverage.status 	status 			0			Coverage	"Constrain to ""active"" "
Participation 	A	code 	QICoreCoverage	QICoreCoverage.type 	type 			0			Coverage	 
Participation 	A	id 	QICoreCoverage	QICoreCoverage.id 	id 			0			Coverage	 
Participation 	A	participationPeriod 	QICoreCoverage	QICoreCoverage.period 	period 			0			Coverage	 
Physical Exam (TBD)		[US Core Vital Signs Profile]({{site.data.fhir.ver.uscore}}/StructureDefinition-us-core-vital-signs.html) 	[US Core Pediatric Head Occipital-frontal Circumference Percentile Profile]({{site.data.fhir.ver.uscore}}/StructureDefinition-head-occipital-frontal-circumference-percentile.html) 	Fixed Value: 	 			USCore Vital Signs			#N/A	 
Physical Exam (TBD)		[US Core Vital Signs Profile]({{site.data.fhir.ver.uscore}}/StructureDefinition-us-core-vital-signs.html) 	[US Core Blood Pressure Profile]({{site.data.fhir.ver.uscore}}/StructureDefinition-us-core-blood-pressure.html) 	Fixed Value: 	Hg 			USCore Blood Pressure			#N/A	 
Physical Exam (TBD)		[US Core Vital Signs Profile]({{site.data.fhir.ver.uscore}}/StructureDefinition-us-core-vital-signs.html) 	[US Core BMI Profile]({{site.data.fhir.ver.uscore}}/StructureDefinition-us-core-bmi.html) 	Fixed Value: 	 			USCore BMI			#N/A	 
Physical Exam (TBD)		[US Core Vital Signs Profile]({{site.data.fhir.ver.uscore}}/StructureDefinition-us-core-vital-signs.html) 	[US Core Body Height Profile]({{site.data.fhir.ver.uscore}}/StructureDefinition-us-core-body-height.html) 	Fixed Value: 	BodyLengthUnits 			USCore Body Height			#N/A	 
Physical Exam (TBD)		[US Core Vital Signs Profile]({{site.data.fhir.ver.uscore}}/StructureDefinition-us-core-vital-signs.html) 	[US Core Body Temperature Profile]({{site.data.fhir.ver.uscore}}/StructureDefinition-us-core-body-temperature.html) 	Fixed Value: 	BodyTemperatureUnits 			USCore Body Temperature			#N/A	 
Physical Exam (TBD)		[US Core Vital Signs Profile]({{site.data.fhir.ver.uscore}}/StructureDefinition-us-core-vital-signs.html) 	[US Core Body Weight Profile]({{site.data.fhir.ver.uscore}}/StructureDefinition-us-core-body-weight.html) 	Fixed Value: 	BodyWeightUnits 			USCore Body Weight			#N/A	 
Physical Exam (TBD)		[US Core Vital Signs Profile]({{site.data.fhir.ver.uscore}}/StructureDefinition-us-core-vital-signs.html) 	[US Core Head Circumference Profile]({{site.data.fhir.ver.uscore}}/StructureDefinition-us-core-head-circumference.html) 	Fixed Value: 	BodyLengthUnits 			USCore Head Circumference			#N/A	 
Physical Exam (TBD)		[US Core Vital Signs Profile]({{site.data.fhir.ver.uscore}}/StructureDefinition-us-core-vital-signs.html) 	[US Core Heart Rate Profile]({{site.data.fhir.ver.uscore}}/StructureDefinition-us-core-heart-rate.html) 	Fixed Value: 	 			USCore Heart Rate			#N/A	 
Physical Exam (TBD)		[US Core Vital Signs Profile]({{site.data.fhir.ver.uscore}}/StructureDefinition-us-core-vital-signs.html) 	[US Core Pediatric BMI for Age Observation Profile]({{site.data.fhir.ver.uscore}}/StructureDefinition-pediatric-bmi-for-age.html) 	Fixed Value: 	 			USCore Pediatric BMI for Age Observation			#N/A	 
Physical Exam (TBD)		[US Core Vital Signs Profile]({{site.data.fhir.ver.uscore}}/StructureDefinition-us-core-vital-signs.html) 	[US Core Pediatric Weight for Height Observation Profile]({{site.data.fhir.ver.uscore}}/StructureDefinition-pediatric-weight-for-height.html) 	Fixed Value: 	 			USCore Pediatric Head Occipital-frontal Circumference Percentile			#N/A	 
Physical Exam (TBD)		[US Core Vital Signs Profile]({{site.data.fhir.ver.uscore}}/StructureDefinition-us-core-vital-signs.html) 	[US Core Pulse Oximetry Profile]({{site.data.fhir.ver.uscore}}/StructureDefinition-us-core-pulse-oximetry.html) 	Fixed Value: 	 			USCore Pediatric Weight for Height Observation			#N/A	 
Physical Exam (TBD)		[US Core Vital Signs Profile]({{site.data.fhir.ver.uscore}}/StructureDefinition-us-core-vital-signs.html) 	[US Core Respiratory Rate Profile]({{site.data.fhir.ver.uscore}}/StructureDefinition-us-core-respiratory-rate.html) 	Fixed Value: 	 			USCore Pulse Oximetry			#N/A	 
"Physical Exam, Order "	C	 	QICoreServiceRequest	ServiceRequest.status 	status 			USCore Respiratory Rate			ServiceRequest	"Constrain to active, completed "
"Physical Exam, Order "	C	 	QICoreServiceRequest	ServiceRequest.intent 	intent 			USCore Smoking Status			ServiceRequest	"Constrain only to ""order"" (include children: original-order, reflex-order, filler-order, instance-order) "
"Physical Exam, Order "	A	code 	QICoreServiceRequest	ServiceRequest.code 	code 			USCore Observation Sexual Orientation			ServiceRequest	 
"Physical Exam, Order "	A	id 	QICoreServiceRequest	ServiceRequest.id 	id 			USCore Observation Social History			ServiceRequest	 
"Physical Exam, Order "	A	reason 	QICoreServiceRequest	ServiceRequest.reasonCode 	reasonCode 			USCore Observation SDOH Assessment			ServiceRequest	 
"Physical Exam, Order "	A	authorDatetime 	QICoreServiceRequest	ServiceRequest.authoredOn 	authoredOn 			USCore ServiceRequest			ServiceRequest	When the request transitioned to being actionable. 
"Physical Exam, Order "	A	anatomicalLocationSite 	QICoreServiceRequest	ServiceRequest.bodySite 	bodySite 			USCore ServiceRequest			ServiceRequest	 
"Physical Exam, Order "	A	negationRationale 	QICoreServiceNotRequested	QICoreServiceNotRequested.extension:reasonRefused	.extension:reasonRefused			USCore ServiceRequest			ServiceRequest	 
"Physical Exam, Order "	A	requester 	QICoreServiceRequest	ServiceRequest.requester 	requester 			USCore ServiceRequest			ServiceRequest	 
"Physical Exam, Performed - General "	C	 	QICoreObservation	QICoreObservation.status 	status 			0			Observation	"Constrain status to -  final, amended, corrected "
"Physical Exam, Performed - General "	C	 	QICoreObservation	QICoreObservation.category 	category 			0			Observation	"Constrain to ""exam"" [Observations generated by physical exam findings including direct observations made by a clinician and use of simple instruments and the result of simple maneuvers performed directly on the patient's body.] "
"Physical Exam, Performed - General "	A	code 	QICoreObservation	QICoreObservation.code 	code 			0			Observation	 
"Physical Exam, Performed - General "	A	id 	QICoreObservation	QICoreObservation.id 	id 			0			Observation	 
"Physical Exam, Performed - General "	A	anatomicalLocationSite 	QICoreObservation	QICoreObservation.bodySite 	bodySite 			0			Observation	 
"Physical Exam, Performed - General "	A	relatedTo 	QICoreObservation	QICoreObservation.basedOn 	basedOn 			0			Observation	"A plan, proposal or order that is fulfilled in whole or in part by this event. For example, a MedicationRequest may require a patient to have laboratory test performed before it is dispensed. New in QDM 5.6 "
"Physical Exam, Performed - General "	A	 	QICoreObservation	QICoreObservation.partOf 	partOf 			0			Observation	"Reference a MedicationAdministration, MedicationDispense, MedicationStatement, Procedure, Immunization, or ImagingStudy during which this physical examination is performed as part of a larger activity. "
"Physical Exam, Performed - General "	A	negationRationale 	QICoreObservationNotDone	QICoreObservationNotDone.extension:notDoneReason	extension:notDoneReason			0			Observation	 
"Physical Exam, Performed - General "	A	reason 	QICoreObservation	QICoreObservation.basedOn 	basedOn 			0			Observation	"Reference a CarePlan, DeviceRequest, ImmunizationRecommendation, MedicationRequest, NutritionOrder, or ServiceRequest that is the reason for this physical examination "
"Physical Exam, Performed - General "	A	result 	QICoreObservation	QICoreObservation.value[x] 	value[x] 			0			Observation	 
"Physical Exam, Performed - General "	A	 	QICoreObservation	QICoreObservation.interpretation 	interpretation 			0			Observation	 
"Physical Exam, Performed - General "	A	relevantDatetime 	QICoreObservation	QICoreObservation.effective[x] 	effective[x] 			0			Observation	 
"Physical Exam, Performed - General "	A	relevantPeriod 	QICoreObservation	QICoreObservation.effective[x] 	effective[x] 			0			Observation	 
"Physical Exam, Performed - General "	A	authorDatetime 	QICoreObservation	QICoreObservation.issued 	issued 			0			Observation	 
"Physical Exam, Performed - General "	A	component 	QICoreObservation	QICoreObservation.component 	component 			0			Observation	 
"Physical Exam, Performed - General "	A	 	QICoreObservation	QICoreObservation.component.id 	component 			0			Observation	 
"Physical Exam, Performed - General "	A	component.code 	QICoreObservation	QICoreObservation.component.code 	component 			0			Observation	 
"Physical Exam, Performed - General "	A	component.result 	QICoreObservation	QICoreObservation.component.value[x] 	component 			0			Observation	 
"Physical Exam, Performed - General "	A	 	QICoreObservation	QICoreObservation.component.interpretation 	component 			0			Observation	 
"Physical Exam, Performed - General "	A	 	QICoreObservation	QICoreObservation.component.dataAbsentReason 	component 			0			Observation	 
"Physical Exam, Performed - General "	A	performer 	QICoreObservation	QICoreObservation.performer 	performer 			0			Observation	 
"Physical Exam, Recommended "	C	 	QICoreServiceRequest	ServiceRequest.status 	status 			USCore ServiceRequest			ServiceRequest	"Constrain to active, completed "
"Physical Exam, Recommended "	C	 	QICoreServiceRequest	ServiceRequest.intent 	intent 			USCore ServiceRequest			ServiceRequest	"Constrain only to ""plan"" "
"Physical Exam, Recommended "	A	code 	QICoreServiceRequest	ServiceRequest.code 	code 			USCore ServiceRequest			ServiceRequest	 
"Physical Exam, Recommended "	A	id 	QICoreServiceRequest	ServiceRequest.id 	id 			USCore ServiceRequest			ServiceRequest	 
"Physical Exam, Recommended "	A	reason 	QICoreServiceRequest	ServiceRequest.reasonCode 	reasonCode 			USCore ServiceRequest			ServiceRequest	 
"Physical Exam, Recommended "	A	authorDatetime 	QICoreServiceRequest	ServiceRequest.authoredOn 	authoredOn 			USCore ServiceRequest			ServiceRequest	When the request transitioned to being actionable. 
"Physical Exam, Recommended "	A	anatomicalLocationSite 	QICoreServiceRequest	ServiceRequest.bodySite 	bodySite 			USCore ServiceRequest			ServiceRequest	 
"Physical Exam, Recommended "	A	negationRationale 	QICoreServiceNotRequested	QICoreServiceNotRequested.extension:reasonRefused	.extension:reasonRefused			USCore ServiceRequest			ServiceRequest	 
"Physical Exam, Recommended "	A	requester 	QICoreServiceRequest	ServiceRequest.requester 	requester 			USCore ServiceRequest			ServiceRequest	 
"Procedure, Performed "	C	 	QICoreProcedure	QICoreProcedure.category 	category 			USCoreProcedure			Procedure	"Helps differentiate ""intervention"" from ""procedure"" "
